material_1,material_2,description_1,rev_1,ecn_1,description_2,model_1,owning_site_name_1,owning_group_name_1,part_type_1,prod_family_consolidated_1,prod_line_1,quality_matrix_1,quality_matrix_secs_1,uom_1,oem_vendor_1,components_1,model_2,owning_site_name_2,owning_group_name_2,part_type_2,prod_family_consolidated_2,prod_line_2,quality_matrix_2,quality_matrix_secs_2,uom_2,oem_vendor_2,components_2,api_spec_2,ecn_approve_date_2,reviewed_by_2,approved_by_2,grade_2,material_class_2,product_specification_level_2,project_desc_2,service_class_2,trim_2,weight_lbs_2,min_temp_f_2,max_temp_f_2,status_option_2,customer_vo_num_2,part_report_2,based_on_2,coating_specs_2,grease_specs_2,documents_2,material_spec_alts_2,qspec_2,weld_specs_2,pc1_2,pc2_2,pc3_2,pc4_2,serialization_2,commodity_code_2,material_type_2,material_group_2,class_num_2,is_surface_2,is_subsea_2,main_production_plant_2,main_profit_center_2,main_profit_center_description_2,main_mrp_controller_2,main_mrp_controller_desc_2,standard_cost_usd_2,part_code_2,model match,,,Related,Compatible,Notes
P1000016450,P1000028504,TUBING HANGER BODY TC-1A-EMS 7 1/16 FLG 3 1/2 BTS-6-PR 12.95 LB/FT BTM 3.625-4SAM2-2G-RH (F) TOP IS-A BPVG 5.495 EN COMP PACKOFF BTM FFS-U PSL 2 W/SBMS PREP TOP 15K W.P.PACKOFF BTM FFS-U PSL 2 W/SBMS PREP TOP 15K W.P.,A,1105155,TUBING HANGER BODY TC-1A-EMS 7 1/16 FLG 3 1/2 BTS-8 9.3 LB/FT BTM 3.625-4SAM2-2G-RH (F) TOP CIW H BPVT 5.495 EN COMP PACKOFF BTM FF S-U PSL 2 SBMS PREP TOPOFF BTM FF S-U PSL 2 SBMS PREP TOP,DM100013079,HOU,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"70-835-751,P135878-0002",DU100027953,HOU,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"70-835-751,P135878-0002",API 6A  ,10-Nov-06,"Garza, Jose   ","Chirko, Roman   ",        ,FF,PSL 2      ,F16634     ,    ,HOU-SURFACE,82,0,250,  ,,  ,P172840,,,,"M33001,M33005",,,BODY,TC-1A-EMS,7  1/16,FLG,Q03400,,,,SINGLE_STRING_TBG_,1,0,7500,24230103,HOUSTON WH NEW EQUIPMENT,756,Hou Surface MRP 7,2198.35,":/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-EMS:PC3=7 1/16:PC4=FLG:PK1=:PC5= ::: :PC6=3 1/2:PC7=BTS-8:PK2=9.3:PC8=LB/FT:PC9=BTM:PC10= ::: :PC11=3.625-4SAM2:PC12=2G-RH (F):PC13=TOP:PC14=CIW H BPVT:PC15=5.495 EN:PC16= ::: :PC17=COM, P PACKOFF BTM:_PC18=FF:_PC22= ::: :_PC19=S-U:_PC20=PSL 2:PK3=SBMS PREP TOP:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P1000016450,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P1000028504,1,0,
P418962,P4000000318,TUBING HANGER BODY TC-1A-EN 11 2 7/8 HYDRIL CS 6.5 LB/FT BTM 2 7/8 HYDRIL CS TOP CIW H BPVT 5.528 EN S-SEAL BTM FF S-U PSL 2 W/ 4 INCH LONG TONG NECK.PSL 2 W/ 4 INCH LONG TONG NECK.,B,4113297,TUBING HANGER BODY TC-1A-EN 11 3 1/2 NEW VAM 9.2 LB/FT BTM 3 1/2 NEW VAM TOP CIW H BPVT S-SEAL BTM FF S-U PSL 2 W/ ONE 1/4 CONT SCSSV AND ONE 3/8 CHEMICAL INJECTION LINES W/7.116 OD EN W/INLAID SBMS TOP PREP.1/4 CONT SCSSV AND ONE 3/8 CHEMICAL INJECTION LINES W/7.116 OD EN W/INLAID SBMS TOP PREP.,82-7377,SIN,APPLICATION ENGINEERING,N,TUBE HANGER SINGLE STRING,SURFACE,0QM0002,",0QM0002_11.2,0QM0002_4.0,0QM0002_4.1",EA,,70-B33005-110,DU400000145,SIN,APPLICATION ENGINEERING,N,TUBE HANGER SINGLE STRING,SURFACE,0QM0002,",0QM0002_11.2,0QM0002_4.0,0QM0002_4.1,0QM0002_5.0,0QM0002_5.1,0QM0002_5.4.1,0QM0002_5.4.2",EA,,70-B33005-110,API 6A  ,20-Jun-05,Andrew Tong   ,"Ong, Boon Meng   ",        ,AA-FF,PSL 2      ,PTTEP     ,    ,,263,,,  ,,  ,P419124,,,,,,,,TC-1A-EN,11,,Q03400,PEND,0,,SINGLE_STRING_TBG_,0,1,GSEA,P9819000,SF Equipment,424,MRP Controller 24,4012.83,":/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-EN:PC3=11:PC4= ::: :PK1=:PC5= ::: :PC6=3 1/2:PC7=NEW VAM:PK2=9.2:PC8=LB/FT:PC9=BTM:PC10=3 1/2:PC11=NEW VAM:PC12= ::: :PC13=TOP:PC14=CIW H BPVT:PC15= ::: :PC16= ::: :PC17=S-SEAL BTM:_PC1, 8=FF:_PC22= ::: :_PC19=S-U:_PC20=PSL 2:PK3=W/ ONE 1/4 CONT SCSSV AND ONE 3/8 CHEMICAL INJECTION LINES, W/7.116 OD EN, W/INLAID SBMS TOP PREP.:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P418962,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P4000000318,1,0,
62-655-135-50,P2000015372,TUBING HANGER BODY TC-1A-EN 11 BOWL 5 1/2 VAM TOP (17 LB/FT) BTM 5.750-4SA-2G-LH (F) TOP PETROLINE BPVG W/2 CONT SCSSV PORTS B TYPE S-SEAL FF K-U PSL 2 W/ TONGING NECK 8.0 LGTS B TYPE S-SEAL FF K-U PSL 2 W/ TONGING NECK 8.0 LG,F,2216096,TUBING HANGER BODY TC-1A-EN 11 FLG 10.880 BOWL 5 1/2 VAM TOP 23 LB/FT BTM 5 1/2 BC TOP CIW H BPVT S-SEAL BTM FF K-X PSL 2,DU200007165,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"62-000-129,P415151",DM200026847,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.2",EA,,"62-000-129,P415151",API 6A  ,1-Jun-09,"Thomson, Alan   ","Lax, Jonathan   ",        ,FF,PSL 2      ,TIWAY     ,    ,DUN-SURFACE,223,-75,350,UNSET   ,,PR2  ,P179257,,,,,,,BODY,TC-1A-EN,11,FLG,Q03400,,,,SINGLE_STRING_TBG_,1,0,EWC1,P812211,EWC1 New Equipement - TA,53,Tubing Hanger Body,3728.7488,"/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-EN:PC3=11:PC4=FLG:PK1=10.880:PC5=BOWL,:PC6=5 1/2:PC7=VAM TOP:PK2=23:PC8=LB/FT:PC9=BTM:PC10=5 1/2:PC11=BC:PC12= ::: :PC13=TOP:PC14=CIW H BPVT:PC15= ::: :PC16= ::: :PC17=S-SEAL BTM:_PC18=F, F:_PC22= ::: :_PC19=K-X:_PC20=PSL 2:PK3=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=62-655-135-50,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000015372,1,0,
P418309,P419469,TUBING HANGER BODY TC-1A-EN 11 DIA BOWL 3 1/2 NEW VAM 9.2 LB/FT BTM 6.375-4SAM2-2G-RH (M) TOP CIW H BPVT W/2 CONT SCSSV PORTS COMP PACKOFF BTM DD K-U PSL 2 W/ SBMS POCKET DIA 3.375 2 S SEALS ON E.N. TONGING NECKORTS COMP PACKOFF BTM DD K-U PSL 2 W/ SBMS POCKET DIA 3.375 2 S SEALS ON E.N. TONGING NECK,B,4111493,TUBING HANGER BODY TC-1A-ENS 11 NOMINAL 4 1/2 NEW VAM 13.5 LB/FT BTM 4 1/2 NEW VAM TOP CIW H BPVT DD K-U PSL 2 W/ COMPRESSION PACKINGS SEALS ON EXTENDED NECK AND TONGING NECK 8.00 LENGTHESSION PACKINGS SEALS ON EXTENDED NECK AND TONGING NECK 8.00 LENGTH,0139DM4022885,SIN,APPLICATION ENGINEERING,N,TUBE HANGER SINGLE STRING,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2,0QM0002_4.0,0QM0002_4.1",EA,,"62-000-178,P412870",0139DM4024585,SIN,APPLICATION ENGINEERING,N,TUBE HANGER SINGLE STRING,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2,0QM0002_4.0,0QM0002_4.1",EA,,"62-000-178,P412870",API 6A  ,17-Feb-05,Nicolas Valette   ,Alexandre Parigot   ,        ,DD,PSL 2      ,F40589     ,    ,,238,,,  ,,  ,,,,,",M21509,M21511",,,BODY,TC-1A-ENS,11,,Q03400,,,,SINGLE_STRING_TBG_,1,0,EWC1,P812211,EWC1 New Equipement - TA,53,Tubing Hanger Body,2723.2016,":/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-ENS:PC3=11:PC4= ::: :PK1=NOMINAL OD:PC5= ::: :PC6=4 1/2:PC7=NEW VAM:PK2=13.5:PC8=LB/FT:PC9=BTM:PC10=4 1/2:PC11=NEW VAM:PC12= ::: :PC13=TOP:PC14=CIW H BPVT:PC15= ::: :PC16= ::: :PC17= ::, : :_PC18=DD:_PC22= ::: :_PC19=K-U:_PC20=PSL 2:PK3=W/ COMPRESSION PACKING, S SEALS ON EXTENDED NECK AND TONGING NECK 8.00 LENGTH:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P418309,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P419469,1,0,
P413699,P4000024557,TUBING HANGER BODY TC-1A-EN 11 FLG 10.880 BOWL 5 NEW VAM 18 LB/FT BTM CIW H BPVT W/1 NON-CONT SCSSV PORT S-SEAL BTM FF S-U W/5 NEW VAM(18 LB/FT) TOP & 9.625 SLICK EN W/10 LG TONG NECK BTM-U W/5 NEW VAM(18 LB/FT) TOP & 9.625 SLICK EN W/10 LG TONG NECK BTM,B,4113265,WELD NECK FLANGE FINISH MACHINE 3 1/16-10K API BX-154 4.340 OD X 0.630 WALL FF-NL PSL 3 U,0046DM4017556,SIN,APPLICATION ENGINEERING,N,TUBE HANGER SINGLE STRING,SURFACE,0QM0002,",0QM0002_11.2,0QM0002_4.0,0QM0002_4.1",EA,,70-B33005-110,DU400023831,SIN,APPLICATION ENGINEERING,N,FLANGE,COMMON,0QM0003,",0QM0003_1.0,0QM0003_1.2,0QM0003_4.0,0QM0003_4.1",EA,,70-B33005-110,API 6A  ,12-Feb-15,"Kwek, Chin Hong   ","Asril, Andre    ",NA       ,FF-NL,PSL 3      ,SPT TURKMENISTAN 10K     ,    ,SIN-SURFACE,56,0,250,RELEASED  ,,NA  ,P4000021232,,,"DU400023437,M33005,PRODUCTION",M33005,,,FINISH MACHINE,"3 1/16-10K, API BX-154",,4,Q03401,,,,FLANGE_WELD_NECK,0,1,GSEA,P9819000,SF Equipment,424,MRP Controller 24,737.95,"/common/flange_weld_neck.dat:PC1=FINISH MACHINE:PC2=3 1/16-10K, API BX-154:PC3= ::: :PC4=4:PC6=3:PC7=4:PC8=0:PC9=0:PC11=6:PC12=3:PC13=0:PK1=FF-NL, PSL 3, U:, :, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P413699,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P4000024557,1,0,
P2000023996,P2000029123,TUBING HANGER BODY TC-1A-EN 13 5/8 FLG 13.505 BOWL 3 1/2 VAM TOP 9.2 LB/FT BTM 3 1/2 VAM TOP TOP CIW H BPVT 7.462 EN W/3 CONT SCSSV PORTS DBL S-SEAL BTM DD K-U PSL 2CONT SCSSV PORTS DBL S-SEAL BTM DD K-U PSL 2,C,2263417,TUBING HANGER BODY TC-B-EC 13 5/8 FLG 13.505 BOWL 3 1/2 VAM TOP THD 9.2 LB/FT BTM X 3 1/2 VAM TOP THD TOP 300-4 PKT TOP CIW H BPVT SSEAL BTM DD L-U PSL 2 PREP F/ ONE BIW ELECTROSUB PENETRATOR TYPE EM51224-2H BPVT SSEAL BTM DD L-U PSL 2 PREP F/ ONE BIW ELECTROSUB PENETRATOR TYPE EM51224-2,DU200094164,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"P413923,P419821",DU200048567,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"P413923,P419821",API 6A  ,23-Feb-11,"Chauvin, Lydie   ","Serant,  Alexandre   ",NA       ,DD,PSL 2      ,F20965     ,NA    ,SEN-SURFACE,380,-50,250,RELEASED  ,,PR2  ,P2000022162,,,,M21509,,,BODY,TC-B-EC,13 5/8,3 1/2,Q03400,,,,ELECTRO-SUB_HANGER,1,0,EWC1,P812211,EWC1 New Equipement - TA,53,Tubing Hanger Body,3645.5776,"/surface/electro-sub_hangers.dat:PC1=BODY:PC2=TC-B-EC:PC3=13 5/8:PC24=FLG:PK25=13.505:PC26=BOWL:PC4=3 1/2:PC5=VAM TOP THD:PK1=9.2:PC6=LB/FT:PC7=BTM X:PC8=3 1/2:PC9=VAM TOP THD:PK2=:PC10= ::: :PC11=TOP,:PC12=300-4 PKT TOP,:PC13=CIW H BPVT,:P, C14= ::: :PC15= ::: :PC16= ::: :PC17=SSEAL BTM:_PC18=DD:_PC23= ::: :_PC19=L-U:_PC20=PSL 2:_PC21= ::: :PK3=,PREP F/ ONE BIW ELECTROSUB PENETRATOR TYPE EM51224-2:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000023996,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000029123,1,0,
P4000008705,P408399,TUBING HANGER BODY TC-1A-EN 13 5/8 FLG 13.505 BOWL 5 1/2 NEW VAM 15.5 LB/FT BTM 5 1/2 NEW VAM TOP CIW H BPVT DD U PSL 2 W/ S-SEAL PREPS BTM W/7.625 OD SLICK EN W/THREE ESP PENETRATOR & ONE PDHMS PORTS AT 90 DEGW/ S-SEAL PREPS BTM W/7.625 OD SLICK EN W/THREE ESP PENETRATOR & ONE PDHMS PORTS AT 90 DEG,E,4187706,TUBING HANGER BODY TC-1A-EN 13 5/8 7 (23#) NK3SB BOX BTM 7.500-4ACME-2G-RH (F) TOP IS-A BPVG 8.985 EN DD S-U PSL 2 W/TWO 1/4 API LP SCSSV PORTS AND TWO 3/8 API LP CHEM INJ EN C/W INLAY INC 625 ON S-SEAL GRVWO 1/4 API LP SCSSV PORTS AND TWO 3/8 API LP CHEM INJ EN C/W INLAY INC 625 ON S-SEAL GRV,DU400007653,SIN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM4120,",0QM4120_11.0,0QM4120_11.2,0QM4120_4.0,0QM4120_4.1",EA,,70-B21509-136,0046DM4010520,SIN,APPLICATION ENGINEERING,N,TUBE HANGER SINGLE STRING,SURFACE,0QM0006,",0QM0006_11.2,0QM0006_4.0,0QM0006_4.1,0QM0006_5.0,0QM0006_5.1,0QM0006_5.4.1,0QM0006_5.4.2",EA,,70-B21509-136,API 6A  ,24-Jun-05,"Lum, Weng Kit   ","Ong, Boon Meng   ",        ,AADD,PSL 2      ,F40017     ,    ,,400,,,  ,,  ,P108865-0006,,,,,,,BODY,TC-1A-EN,13 5/8,,Q03400,EX,44,,SINGLE_STRING_TBG_,0,1,GSEA,P9819000,SF Equipment,424,MRP Controller 24,5467.92,":/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-EN:PC3=13 5/8:PC4= ::: :PK1=:PC5= ::: :PC6=7:PC7= ::: :PK2=(23#) NK3SB BOX :PC8= ::: :PC9=BTM:PC10= ::: :PC11=7.500-4ACME:PC12=2G-RH (F):PC13=TOP:PC14=IS-A BPVG:PC15=8.985 EN:PC16= :::, :PC17= ::: :_PC18=DD:_PC19=S-U:_PC20=PSL 2:PK3=W/TWO 1/4 API LP SCSSV PORTS,AND TWO 3/8 API LP CHEM INJ, EN C/W INLAY INC 625 ON S-SEAL GRV:",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P4000008705,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P408399,1,0,
P2000023803,P2000016641,TUBING HANGER BODY TC-1A-EN 7 1/16 BOWL 3 1/2 VAM TOP (9.2 LBS/FT) BTM 3 1/2 VAM TOP TOP CIW H BPVT 4.590 EN W/2 CONT SCSSV PORTS DBL S-SEAL BTM DD L-U PSL 2 W/ 3.375 SBMS POCKETSSV PORTS DBL S-SEAL BTM DD L-U PSL 2 W/ 3.375 SBMS POCKET,A,2235615,TUBING HANGER BODY TC-1A-ENS 7 1/16 FLG 7.005 BOWL 3 1/2 VAM TOP 9.20 LB/FT BTM IS-A BPVG 5.990 EN W/1 NON-CONT SCSSV PORT COMP PACKOFFBTM DD P-U PSL 2 W/ 3.375 SBMS PKTT COMP PACKOFFBTM DD P-U PSL 2 W/ 3.375 SBMS PKT,DU200041788,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"P412865,P419821",DM200029565,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2,0QM0002_4.0,0QM0002_4.1",EA,,"P412865,P419821",API 6A  ,17-Apr-09,"Chauvin,  Lydie   ","Lauret, Ludovic   ",        ,DD,PSL 2      ,F20470     ,NA    ,SEN-SURFACE,72,-20,250,RELEASED  ,,PR2  ,DP-82-0178,,,,M21509,,,BODY,TC-1A-ENS,7  1/16,FLG,Q03400,,,,SINGLE_STRING_TBG_,1,0,EWC1,P812211,EWC1 New Equipement - TA,53,Tubing Hanger Body,2800.8624,"/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-ENS:PC3=7 1/16:PC4=FLG:PK1=7.005:PC5=BOWL,:PC6=3 1/2:PC7=VAM TOP:PK2=9.20:PC8=LB/FT:PC9=BTM:PC10= ::: :PC11= ::: :PC12= ::: :PC13= ::: :PC14=IS-A BPVG:PC15=5.990 EN:PC16=W/1 NON-CONT SCS, SV PORT:PC17=COMP PACKOFF BTM:_PC18=DD:_PC22= ::: :_PC19=P-U:_PC20=PSL 2:PK3=W/ 3.375 SBMS PKT:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000023803,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000016641,1,0,
P1000071627,P137042-0001,TUBING HANGER BODY TC-1A-EN 7 1/16 FLG 3 1/2 EU BTM 3 1/2 EU TOP IS-A BPVG 4.590 EN B TYPE S-SEAL DD K-U PSL 1 W/ C80902 PPS INTERNAL COATING902 PPS INTERNAL COATING,A,1157800,TBG HGR BDY TC-1A-EN 7 1/16 FLG(5K) X 2 7/8 API UPTBG BTM X 2 7/8 APIUPTBG TOP CIW H BPVG S-SEAL TYPE B GROOVE BTM SLICK NECK TOP 4.590 OD NECK K-U AADD PSL 1K NECK TOP 4.590 OD NECK K-U AADD PSL 1,0082DU1054741,HOU,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0001,",0QM0001_11.2,0QM0001_4.0,0QM0001_4.1",EA,,"70-830-752,P136582-0001",0082DU1054819,HOU,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE_WELLHEAD,0QM0001,",0QM0001_11.2,0QM0001_4.0,0QM0001_4.1",EA,,"70-830-752,P136582-0001",API 6A  ,23-Feb-00,"Chirko, Roman   ","Lequang, Hugh   ",        ,AADD,PSL 1      ,F13854     ,    ,HOU-SURFACE,72,-75,250,  ,,  ,,,,,",M21509",,,,,,,NO,,,,,1,0,5100,EFST-SWHD,SURFACE WELLHEAD,MP2,Surface Mtl Plnr 2,432,"0:082::1:301:234:3::28:11:257::257:11:381:381:156::272:::::::::120:71::346:323:306:310:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::, ::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P1000071627,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P137042-0001,1,0,
P2000076222,P2000034146,TUBING HANGER BODY TC-1A-ENS 11 FLG 10.880 BOWL 3 1/2 VAM TOP 9.2 LB/FT BTM 3 1/2 VAM TOP TOP CIW H BPVT 7.462 EN W/2 CONT SCSSV PORTSDBL S-SEAL BTM DD L-U PSL 2 S-SEAL GROOVES ON EXTENDED NECKNT SCSSV PORTSDBL S-SEAL BTM DD L-U PSL 2 S-SEAL GROOVES ON EXTENDED NECK,A,2295324,TUBING HANGER BODY TC-1A-EN 11 BOWL 3 1/2 VAM TOP 9.2 LB/FT BTM 3 1/2 VAM TOP TOP CIW H BPVT 5.990 EN W/2 CONT SCSSV PORTS S-SEAL BTMDD L-U PSL 2TS S-SEAL BTMDD L-U PSL 2,DU200151185,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"P412870,P419821",DU200057117,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.0,0QM0002_11.2",EA,,"P412870,P419821",API 6A  ,30-Nov-11,"Jambon, Eric    ","Chauvin, Lydie   ",        ,DD,PSL 2      ,F21103     ,    ,SEN-SURFACE,245,-50,250,RELEASED  ,,PR2  ,P4000010152,,,,M21509,,,,TC-1A-EN,11,,Q03400,,,,SINGLE_STRING_TBG_,1,0,EWC1,P812211,EWC1 New Equipement - TA,53,Tubing Hanger Body,3374.9072,"/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-EN:PC3=11:PC4= ::: :PK1=:PC5=BOWL,:PC6=3 1/2:PC7=VAM TOP:PK2=9.2:PC8=LB/FT:PC9=BTM:PC10=3 1/2:PC11=VAM TOP:PC12= ::: :PC13=TOP:PC14=CIW H BPVT:PC15=5.990 EN:PC16=W/2 CONT SCSSV PORTS:PC1, 7=S-SEAL BTM:_PC18=DD:_PC22= ::: :_PC19=L-U:_PC20=PSL 2:PK3=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000076222,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000034146,1,0,
P166154,82-641-002,TUBING HANGER BODY TC-1A-ENS 7 1/16 BOWL 2 3/8 UPTBG-MOD BTM 2 3/8 UPTBG TOP CIW H BPVT 5.990 EN W/1 NON-CONT SCSSV PORT COMP PACKOFF BTM DD K-U PSL 2 W/ S-SEAL GROOVES TOPCOMP PACKOFF BTM DD K-U PSL 2 W/ S-SEAL GROOVES TOP,A,1080003,TUBING HANGER BODY TC-1A-ENS 7 1/16 FLG 2 7/8 EU-MOD BTM 2 7/8 EU TOP IS-A BPVG 5.990 EN COMP PACKOFF BTM DD K-U PSL 2,0046DM1091291,HOU,APPLICATION ENGINEERING,N,TUBE HANGER SINGLE STRING,SURFACE,0QM0002,",0QM0002_11.2,0QM0002_4.0,0QM0002_4.1",EA,,"70-830-752,82-641-000",82-1011,HOU,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0002,",0QM0002_11.2",EA,,"70-830-752,82-641-000",API 6A  ,18-Aug-14,"Syed, Meena   ","Tang, Toan   ",        ,DD,PSL 2      ,90165-01     ,    ,HOU-SURFACE,100,-75,250,  ,1237194,  ,,,,"ENGINEERING,LH-10472,M21509,PRODUCTION",,,,BODY,TC-1A-ENS,7  1/16,FLG,NO,SUR,21,,SINGLE_STRING_TBG_,1,0,7500,24230103,HOUSTON WH NEW EQUIPMENT,756,Hou Surface MRP 7,1057.92,"/surface/single_string_tbg_hgr.dat:PC1=BODY:PC2=TC-1A-ENS:PC3=7 1/16:PC4=FLG:PK1=:PC5= ::: :PC6=2 7/8:PC7=EU-MOD:PK2=:PC8= ::: :PC9=BTM:PC10=2 7/8:PC11=EU:PC12= ::: :PC13=TOP:PC14=IS-A BPVG:PC15=5.990 EN:PC16= ::: :PC17=COMP PACKOFF BTM:_PC, 18=DD:_PC22= ::: :_PC19=K-U:_PC20=PSL 2:PK3=:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P166154,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=82-641-002,1,0,
P2000054906,P2000029258,TUBING HANGER BODY TC-1A-ENS 7 1/16 BOWL 3 1/2 VAM TOP 12.70 LB/FT BTM 3 1/2 VAM TOP TOP CIW H BPVT 5.990 EN W/2 CONT SCSSV PORTS S-SEAL BTM DD K-U PSL 3 W/ 4.250 SBMS POCKETSSV PORTS S-SEAL BTM DD K-U PSL 3 W/ 4.250 SBMS POCKET,A,2273250,GV BONNET BODY SURFACE M120/125 PLUS 2 1/16-3K/5K/6.7K ADAPT F/ACT ALLOY EE-NL K-X PSL 3 W/ INCONEL 625 OVERLAID BONNET SEAL AND BACK SEAT SEAL AREASSEAL AND BACK SEAT SEAL AREAS,DU200104735,DUN,APPLICATION ENGINEERING,N,TUBE HANGER,SURFACE,0QM0003,",0QM0003_11.0,0QM0003_11.2",EA,,P412865,,DUN,APPLICATION ENGINEERING,N,GATE VALVE,VALVES,0QM0003,"0QM0003_1.0,0QM0003_1.2,0QM0003_4.0,0QM0003_4.1,0QM0003_5.0,0QM0003_5.1,0QM0003_5.2,0QM0003_5.3",EA,,P412865,API 6A  ,21-Feb-11,"Jannetta, Andrew   ","McCallum, Wallace   ",        ,EE-NL,PSL 3      ,     ,    ,DUN-SURFACE,25,-75,350,PENDING-77  ,,  ,P4000034210,,,,M21509,,W90002,BONNET BODY,SURFACE,,M120/125 PLUS,Q03401,,,,GV_ASSY_BODY_BONN_,1,0,EWC1,P812211,EWC1 New Equipement - TA,49,Clad Parts,0.0112,"/valves/gv_assy_body_bonn_kit.dat:PC1=BONNET BODY:PC2=SURFACE:PC3= ::: :PC4=M120/125 PLUS:PC5= ::: :PC6=2 1/16:PC7=3K/5K/6.7K:PC8=ADAPT F/ACT:PC9=ALLOY:_PC10=EE:_PC15=NL:_PC11=K-X:_PC12=PSL 3:_PC13= ::: :PK1=W/ INCONEL 625 OVERLAID  BONNET, SEAL AND BACK SEAT SEAL AREAS:, :, :",0,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000054906,http://kbg1web.net.fmcti.com/cgi-bin/search/part-url.cgi?part=P2000029258,0,0,
